ResourceID,Associated_Monuments,NPRN,Community,Description,Description_Type,ENTER_BY,ENTRYDATE,External_Identifier_Type,External_Source,Geometry,KMSQ,LASTUPDATE,Location_Accuracy,Mapsheet,Name_Type,NMRW_Cultural_Period,NMRW_Evidence,NMRW_External_XRef,NMRW_Heritage_Resource_Type,NMRW_Name,NMRW_RCAHMW_Class,Notes,Old_County,OSGB_Grid_Reference,Possible_Evidence,Possible_Period,Possible_RCCLASS,Possible_Type,Preference_Type,Preferred_Period,Relationship_type,Type Note,Unitary_Authority,UPD_BY,ResourceID
705046,,705046,Llanboidy,Industrial Estate & Motorway Services NE of Cardiff,English Description,MP,,,,POINT (-3.1325717 51.540336),ST2182,,Grid reference taken at a central point within extensive site or complex,ST28SW,No preference,20th Century,Documents,,INDUSTRIAL ESTATE,Cardiff Gate Business Park,,,Glamorgan,ST2155082990,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No Preference,No Preference,,,Glamorgan,MP,b043c667-4fcb-4637-af6e-ac164533cf2d
705047,,705047,Abergavenny,Industrial units in Abergavenny,English Description,MP,,,,POINT (-3.0284153 51.825427),SO2914,,Grid reference taken at a central point within extensive site or complex,SO21SE,No preference,20th Century,Documents,,INDUSTRIAL ESTATE,"Gavenny Court, Abergavenny",,,Monmouthshire,SO2922014590,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No Preference,No Preference,,,Monmouthshire,MP,8d4817fc-d289-408f-bb50-918816a6e6ad
705048,,705048,Flint,Industrial Estate  E of Flint Castle,English Description,MP,,,,POINT (-3.1334698 53.256215),SJ2473,,Grid reference taken at a central point within extensive site or complex,SJ27SW,No preference,20th Century,Documents,,INDUSTRIAL ESTATE,"Castle Park Industrial Estate, Flint",,,Flintshire,SJ2448073845,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No Preference,No Preference,,,Flintshire,MP,f1f4c275-a46c-4253-b98e-743619aa74d2
705049,,705049,Llantrisant,"Retail Park, S of Talbot Green",English Description,MP,,,,POINT (-3.3760527 51.533326),ST0582,,Grid reference taken at a central point within extensive site or complex,ST08SE,No preference,20th Century,Documents,,INDUSTRIAL ESTATE,"Vale Retail Park, Talbot Green",,,Glamorgan,ST0465082500,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No Preference,No Preference,,,Glamorgan,MP,e801f21d-9288-43f3-85fc-b13f71627acc
705050,,705050,Rhyl,Industrial Estate S of Rhyl,English Description,MP,,,,POINT (-3.4857762 53.309023),SJ0180,,Grid reference taken at a central point within extensive site or complex,SJ08SW,No preference,20th Century,Documents,,INDUSTRIAL ESTATE,"Cefndy Road Industrial Estate, Rhyl",,,Denbighshire,SJ0110080150,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No Preference,No Preference,,,Denbighshire,MP,c26e0d81-2061-4b96-ad81-8ca63bdb0ddb
705051,,705051,Grangetown,"Celtic Gateway Business Park is home to many buisnesses including Wilmott Dixon, NFU Mutual Insurance,The British Diabetic Association, Active Quote Ltd and Source Insurance. M. Ryder, RCAHMW, July 2022",English Description,MP,,,,POINT (-3.1886755 51.452199),ST1773,,Grid reference taken at a central point within extensive site or complex,ST17SE,No preference,20th Century,Documents,,INDUSTRIAL ESTATE,"Celtic Gateway, Cardiff",,,Glamorgan,ST1750073250,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No Preference,No Preference,,,Glamorgan,MP,33c8607b-97aa-40b8-a45d-86a4eb9c4a06
705052,,705052,Coedkernew,"Industrial Estate SW of Duffryn, Newport",English Description,MP,,,,POINT (-3.0312833 51.556646),ST2884,,Grid reference taken at a central point within extensive site or complex,ST28SE,No preference,20th Century,Documents,,INDUSTRIAL ESTATE,"Celtic Lakes, Newport",,,Monmouthshire,ST2860084700,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No Preference,No Preference,,,Monmouthshire,MP,237e4f9f-89d5-4d1e-9cb4-f35e263a879f
705053,,705053,Scleddau,Land identified for possible development,English Description,MP,,,,POINT (-5.003425 51.972416),SM9334,,Grid reference taken at a central point within extensive site or complex,SM93SW,No preference,20th Century,Documents,,INDUSTRIAL ESTATE,"Celtic Link, Scleddau",,,Pembrokeshire,SM9380034700,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No Preference,No Preference,,,Pembrokeshire,MP,96dd5016-cb61-47c9-80ec-67b1a6dfd96f
705054,,705054,Northop,Golf Club SE of Northop,English Description,MP,,,,POINT (-3.1205223 53.202447),SJ2567,,Grid reference taken at a central point within extensive site or complex,SJ26NE,No preference,20th Century,Documents,,GOLF CLUB,"Northop Golf Club, Northop",,,Flintshire,SJ2525067850,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No Preference,No Preference,,,Flintshire,MP,39dcb294-da59-4323-bfeb-126798bb41c5
705055,,705055,Saltney,Industrial Estate NW of Saltney,English Description,MP,,,,POINT (-2.9246911 53.181205),SJ3865,,Grid reference taken at a central point within extensive site or complex,SJ36NE,No preference,20th Century,Documents,,INDUSTRIAL ESTATE,"Chesterbank Business Centre, Saltney",,,Flintshire,SJ3830065300,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No Preference,No Preference,,,Flintshire,MP,772ef2ab-e0a0-4b85-8b7b-a9f2cbb9a507
705056,,705056,Caernarfon,"Industrial Estate E of Caernarfon, S of A4086",English Description,MP,,,,POINT (-4.2484049 53.139742),SH4962,,Grid reference taken at a central point within extensive site or complex,SH46SE,No preference,20th Century,Documents,,INDUSTRIAL ESTATE,"Cibyn Industrial Estate, Caernarfon",,,Caernarfonshire,SH4970062650,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No Preference,No Preference,,,Caernarfonshire,MP,38803d35-84b4-419e-a407-1da531b7c2b4
705057,,705057,Cymmer,"The colliery, north of Tonyrefail, was opened in 1872 by David Davies. The Inspector of Mines list of 1897 noted that 304 men were employed at the mine, which was then owned by Blindell Brothers and co. The colliery was owned by several different companies, the last being Powell Duffryn Co. from around 1938 (when the workforce numbered 566) until nationalisation in 1947. Cilely colliery was closed by the National Coal Board in October 1950. M. Ryder, RCAHMW, July 2022",English Description,MP,,,,POINT (-3.4270656 51.597009),ST0189,,Grid reference taken at a central point within extensive site or complex,ST08NW,No preference,19th Century,Documents,,INDUSTRIAL SITE,"Cilely Colliery Site, Tonyrefail",,,Glamorgan,ST0125089650,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No Preference,No Preference,,,Glamorgan,MP,0a20694d-9f20-4425-8193-a47ecf4b2938
705058,,705058,Carmarthen,"Industrial Estate S of Johnstown, Carmarthen",English Description,MP,,,,POINT (-4.328668 51.848767),SN3919,,Grid reference taken at a central point within extensive site or complex,SN31NE,No preference,20th Century,Documents,,INDUSTRIAL ESTATE,"Cillefwr Industrial Estate, Carmarthen",,,Carmarthenshire,SN3970019250,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No Preference,No Preference,,,Carmarthenshire,MP,298d3fb0-a892-4228-9671-9b0d1fea0afe
705059,,705059,Trowbridge,"Agricultural land E of St Mellons, Cardiff",English Description,MP,,,,POINT (-3.081002 51.524277),ST2581,,Grid reference taken at a central point within extensive site or complex,ST28SE,No preference,20th Century,Documents,,INDUSTRIAL ESTATE,"City Springs, St. Mellons",,,Glamorgan,ST2510081150,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No Preference,No Preference,,,Glamorgan,MP,2adc8b30-9755-4b96-9601-0401e2a75c63
705060,,705060,Coedkernew,"Industrial Estate SW of Duffryn, Newport",English Description,MP,,,,POINT (-3.0415433 51.557454),ST2784,,Grid reference taken at a central point within extensive site or complex,ST28SE,No preference,20th Century,Documents,,INDUSTRIAL ESTATE,"Cleppa Park, Newport",,,Monmouthshire,ST2789084800,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No Preference,No Preference,,,Monmouthshire,MP,41fea31a-d931-4f87-a772-2572d14ca821
705061,,705061,Llanharan,Industrial Estate N of Pontyclun,English Description,MP,,,,POINT (-3.3954269 51.530399),ST0382,,Grid reference taken at a central point within extensive site or complex,ST08SW,No preference,20th Century,Documents,,INDUSTRIAL ESTATE,"Coedcae Lane Industrial Estate, Pontyclun",,,Glamorgan,ST0330082200,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No Preference,No Preference,,,Glamorgan,MP,75f51d66-9b21-4671-a148-2851c7fd7f6b
705062,,705062,Coedkernew,"Industrial Estate SW of Duffryn, Newport",English Description,MP,,,,POINT (-3.0412964 51.552961),ST2784,,Grid reference taken at a central point within extensive site or complex,ST28SE,No preference,20th Century,Documents,,INDUSTRIAL ESTATE,"Imperial Park, Newport",,,Monmouthshire,ST2790084300,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No Preference,No Preference,,,Monmouthshire,MP,39edb9cb-b1d5-463f-8b96-11af65764b61
705063,,705063,Denbigh,Industrial Estate N of Denbigh,English Description,MP,,,,POINT (-3.4159288 53.193908),SJ0567,,Grid reference taken at a central point within extensive site or complex,SJ06NE,No preference,20th Century,Documents,,INDUSTRIAL ESTATE,"Colomendy Industrial Estate, Denbigh",,,Denbighshire,SJ0550067250,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No Preference,No Preference,,,Denbighshire,MP,d1f7f15e-f551-4e71-a98b-a29dcfc3a59b
705064,,705064,Langstone,Government Building on the Langstone Business Park,English Description,MP,,,,POINT (-2.9201118 51.605136),ST3689,,Grid reference taken at a central point within extensive site or complex,ST38NE,No preference,20th Century,Documents,,GOVERNMENT OFFICE,"Columbus House, Langstone Business Park, Newport",,,Monmouthshire,ST3637589990,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No Preference,No Preference,,,Monmouthshire,MP,870a776c-ca83-4e6e-b1ae-789ec84a5757
705065,,705065,Connah's Quay,"General views of riverfront area, Connah's Quay",English Description,MP,,,,POINT (-3.0588709 53.221888),SJ2969,,Grid reference taken at a central point within extensive site or complex,SJ26NE,No preference,Multiperiod,Documents,,QUAY,"Connah's Quay Waterfront, Deeside",,,Flintshire,SJ2940069950,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No Preference,No Preference,,,Flintshire,MP,21140509-3d7d-40e0-a416-0d7894a7850e
705066,,705066,Coychurch Lower,"Industrial Units at the E end of Waterton Industrial Estate, Bridgend",English Description,MP,,,,POINT (-3.5386554 51.50253),SS9279,,Grid reference taken at a central point within extensive site or complex,SS97NW,No preference,20th Century,Documents,,INDUSTRIAL ESTATE,Coychurch Industrial Estate,,,Glamorgan,SS9330079300,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No Preference,No Preference,,,Glamorgan,MP,3403a44c-9e8e-4b78-8c69-eae68cacfe91
705067,,705067,Mountain Ash,Landscaping on site of former Middle Dyffryn Colliery site,English Description,MP,,,,POINT (-3.4040503 51.69332),SO0300,,Grid reference taken at a central point within extensive site or complex,SO00SW,No preference,Multiperiod,Documents,,INDUSTRIAL SITE,"Craig y Dyffryn, Mountain Ash",,,Glamorgan,SO0305000330,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No Preference,No Preference,,,Glamorgan,MP,168845c9-33e4-4467-969d-25eded693f07
705068,,705068,Penmaen,"Industrial Estate N of Croespenmaen, Oakdale",English Description,MP,,,,POINT (-3.1685369 51.677646),ST1998,,Grid reference taken at a central point within extensive site or complex,ST19NE,No preference,20th Century,Documents,,INDUSTRIAL ESTATE,Oakdale Business Park,,,Monmouthshire,ST1930098300,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No Preference,No Preference,,,Monmouthshire,MP,0ebf9972-4ae9-4483-a839-b54083360c04
705069,,705069,Llanrhidian Higher,"Industrial Estate NW of Crofty, North Gower",English Description,MP,,,,POINT (-4.1328611 51.63801),SS5295,,Grid reference taken at a central point within extensive site or complex,SS59NW,No preference,20th Century,Documents,,INDUSTRIAL ESTATE,"Crofty Industrial Estate, Swansea",,,Glamorgan,SS5250095400,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No Preference,No Preference,,,Glamorgan,MP,1d5b5d37-ed1e-4782-9cc6-13b364e297a1
705070,,705070,Bridgend,"Industrial Estate at Wild Mill, Bridgend",English Description,MP,,,,POINT (-3.5807145 51.51465),SS9080,,Grid reference taken at a central point within extensive site or complex,SS98SW,No preference,20th Century,Documents,,INDUSTRIAL ESTATE,"Crosby Yard Industrial Estate, Bridgend",,,Glamorgan,SS9041080710,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No Preference,No Preference,,,Glamorgan,MP,9c97790c-5ed9-40ad-aea1-cd896e6f9d48
705071,,705071,Llannon,"Industrial Estate E of Cross Hands, Carmarthenshire",English Description,MP,,,,POINT (-4.0778837 51.794566),SN5612,,Grid reference taken at a central point within extensive site or complex,SN51SE,No preference,20th Century,Documents,,INDUSTRIAL ESTATE,Cross Hands Business Park,,,Carmarthenshire,SN5680012700,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No Preference,No Preference,,,Carmarthenshire,MP,52c4014c-2cb9-49d5-88e8-5bdc538403fc
705072,,705072,Llannon,"Industrial Estate at Meadows Bridge, SE of Cross Hands, Carmarthenshire",English Description,MP,,,,POINT (-4.0732892 51.789252),SN5712,,Grid reference taken at a central point within extensive site or complex,SN51SE,No preference,20th Century,Documents,,INDUSTRIAL ESTATE,Cross Hands West Business Park,,,Carmarthenshire,SN5710012100,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No Preference,No Preference,,,Carmarthenshire,MP,14b7f505-f2f5-424d-a228-4cd8983cf181
705073,,705073,Pontymoile,A472 link road W of Pontypool,English Description,MP,,,,POINT (-3.0367789 51.73463),SO2800,,Grid reference taken at a central point within extensive site or complex,SO20SE,No preference,20th Century,Documents,,ROAD,"Cross Valley Link Road, A472, Pontypool",,,Monmouthshire,SO2850004500,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No Preference,No Preference,,,Monmouthshire,MP,2e4553b2-3c2e-404c-b820-9aff1a166b50
705074,,705074,Tredegar,Industrial Estate NE of Dukestown,English Description,MP,,,,POINT (-3.2439886 51.791963),SO1411,,Grid reference taken at a central point within extensive site or complex,SO11SW,No preference,20th Century,Documents,,INDUSTRIAL ESTATE,"Crown Business Park, Ebbw Vale",,,Monmouthshire,SO1430011100,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No Preference,No Preference,,,Monmouthshire,MP,441c04f8-9635-4cba-9a74-839426a5a8db
705075,,705075,Abercarn,"Village in the Ebbw Valley, S of Abercarn",English Description,MP,,,,POINT (-3.1158554 51.634999),ST2293,,Grid reference taken at a central point within extensive site or complex,ST29SW,No preference,Multiperiod,Documents,,VILLAGE,Cwmcarn,,,Monmouthshire,ST2287093500,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No Preference,No Preference,,,Monmouthshire,MP,cc4b81c4-2d06-47aa-8eb0-038c83fddbe7
705076,,705076,Cockett,"Industrial Estate W of Swansea, built on the site of a former Brick & Tile Works",English Description,MP,,,,POINT (-3.9697522 51.635915),SS6394,,Grid reference taken at a central point within extensive site or complex,SS69SW,No preference,20th Century,Documents,,INDUSTRIAL ESTATE,"Cwmdu Industrial Estate, Swansea",,,Glamorgan,SS6378094850,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No Preference,No Preference,,,Glamorgan,MP,97fccb06-fa7c-4cfa-b882-6272aaa21dd0
705077,,705077,Park,"Industrial Estate at Williamstown, Merthyr Tydfil",English Description,MP,,,,POINT (-3.3899511 51.752563),SO0406,,Grid reference taken at a central point within extensive site or complex,SO00NW,No preference,20th Century,Documents,,INDUSTRIAL ESTATE,"Cyfarthfa Industrial Estate, Merthyr Tydfil",,,Glamorgan,SO0415006900,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No Preference,No Preference,,,Glamorgan,MP,0dc45066-9492-40de-aaf7-723868ca2f52
705078,,705078,Llanelli Rural,Industrial Estate NE of Llanelli,English Description,MP,,,,POINT (-4.1211905 51.697573),SN5302,,Grid reference taken at a central point within extensive site or complex,SN50SW,No preference,20th Century,Documents,,INDUSTRIAL ESTATE,"Parc Dafen, Llanelli",,,Carmarthenshire,SN5350002000,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No Preference,No Preference,,,Carmarthenshire,MP,fe068a16-2597-4631-b6d5-0356e37bd253
705079,,705079,Llandrindod Wells,Industrial Estate N of Llandrindod Wells,English Description,MP,,,,POINT (-3.3770497 52.255329),SO0662,,Grid reference taken at a central point within extensive site or complex,SO06SE,No preference,20th Century,Documents,,INDUSTRIAL ESTATE,"Ddole Enterprise Park, Llandrindod Wells",,,Radnorshire,SO0610062800,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No Preference,No Preference,,,Radnorshire,MP,eeccc131-5f6b-49f1-ab75-96fca31b3809
705081,,705081,Sealand,Large industrial estate on the bank of the River Dee,English Description,MP,,,,POINT (-3.0275959 53.229353),SJ3270,,Grid reference taken at a central point within extensive site or complex,SJ37SW,No preference,20th Century,Documents,,INDUSTRIAL ESTATE,Deeside Industrial Estate,,,Flintshire,SJ3150070750,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No Preference,No Preference,,,Flintshire,MP,7ab26e34-1ce1-4ac7-b4fe-762e388cf5a0
705082,,705082,Llanelli,"Industrial Estate S of Llanelli, constructed on the site of former heavy industry factories",English Description,MP,,,,POINT (-4.1543974 51.665494),SS5198,,Grid reference taken at a central point within extensive site or complex,SS59NW,No preference,20th Century,Documents,,INDUSTRIAL ESTATE,"Delta Lakes Enterprise Centre, Llanelli",,,Carmarthenshire,SS5110098500,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No Preference,No Preference,,,Carmarthenshire,MP,f3d31ad5-1b6f-46e2-bba0-f8f76f58a64d
705083,,705083,Caersws,Agricultural land for possible development,English Description,MP,,,,POINT (-3.4160026 52.511403),SO0391,,Grid reference taken at a central point within extensive site or complex,SO09SW,No preference,20th Century,Documents,,INDUSTRIAL ESTATE,"Development Land, Caersws",,,Montgomeryshire,SO0399991333,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No Preference,No Preference,,,Montgomeryshire,MP,b6f8a60b-dd6e-4ca5-a5d2-00f5dcc411b5
705084,,705084,Llandysul,"Land identified for possible development, W of A486 road, Horeb",English Description,MP,,,,POINT (-4.341729 52.058034),SN3942,,Grid reference taken at a central point within extensive site or complex,SN34SE,No preference,20th Century,Documents,,INDUSTRIAL ESTATE,"Development Land, Horeb",,,Cardiganshire,SN3955042550,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No Preference,No Preference,,,Cardiganshire,MP,8c6bb238-47aa-46e9-af0d-8de6edb16fb9
705085,,705085,Bangor,"Site of former boatyard, N Bangor",English Description,MP,,,,POINT (-4.087158 52.606188),SH5872,,Grid reference taken at a central point within extensive site or complex,SH57SE,No preference,20th Century,Documents,,BOAT YARD,"Dickie's Boat Yard, Bangor",,,Caernarfonshire,SH5876002980,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No Preference,No Preference,,,Caernarfonshire,MP,7305cd8c-c0d3-4bec-ba82-b05e1bb060ed
705086,,705086,Dowlais,Industrial Estate NE of Dowlais,English Description,MP,,,,POINT (-3.3367912 51.767566),SO0708,,Grid reference taken at a central point within extensive site or complex,SO00NE,No preference,20th Century,Documents,,INDUSTRIAL ESTATE,"Pengarnddu Business Park, Dowlais Top, Merthyr Tydfil",,,Glamorgan,SO0785008500,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No Preference,No Preference,,,Glamorgan,MP,3a911b37-828a-4e0d-8946-4b59623f7c38
705087,,705087,Troed-y-Rhiw,Industrial Estate S of Merthyr Tydful,English Description,MP,,,,POINT (-3.3726262 51.730647),SO0504,,Grid reference taken at a central point within extensive site or complex,SO00SE,No preference,20th Century,Documents,,INDUSTRIAL ESTATE,"Dragon Park, Upper Abercanaid",,,Glamorgan,SO0530004440,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No Preference,No Preference,,,Glamorgan,MP,210691e6-440e-4032-8cae-3ead6c3df885
705088,,705088,Buckley,"Industrial units adjacent to the junction of the A549 and Drury New Road, E of Buckley",English Description,MP,,,,POINT (-3.0567506 53.166173),SJ2963,,Grid reference taken at a central point within extensive site or complex,SJ26SE,No preference,20th Century,Documents,,INDUSTRIAL ESTATE,"Drury New Road, Buckley",,,Flintshire,SJ2945063750,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No Preference,No Preference,,,Flintshire,MP,641496a4-d51e-49c2-83ed-e8e9ea70af08
705089,,705089,Wentlooge,"Agricultural land S of Duffryn, Newport, identified for possible development",English Description,MP,,,,POINT (-3.0180628 51.545971),ST3084,,Grid reference taken at a central point within extensive site or complex,ST38SW,No preference,20th Century,Documents,,INDUSTRIAL ESTATE,"Duffryn, Newport",,,Monmouthshire,ST2950083500,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No Preference,No Preference,,,Monmouthshire,MP,44cd2c6e-f273-4a1d-807d-f97e94759a2e
705090,,705090,Maesycwmmer,"Industrial Estate, located S of Ystrad Mynach",English Description,MP,,,,POINT (-3.2295633 51.629277),ST1492,,Grid reference taken at a central point within extensive site or complex,ST19SW,No preference,20th Century,Documents,,INDUSTRIAL ESTATE,"Dyffryn Business Park, Ystrad Mynach",,,Glamorgan,ST1499092990,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No Preference,No Preference,,,Glamorgan,MP,0717c4a8-c175-422b-8a44-3abaf49fecab
705091,,705091,Newtown and Llanllwchaiarn,"Industrial Estate next to the A4811, E of Newtown",English Description,MP,,,,POINT (-3.2909525 52.51883),SO1291,,Grid reference taken at a central point within extensive site or complex,SO19SW,No preference,20th Century,Documents,,INDUSTRIAL ESTATE,"Dyffryn Industrial Estate, Newtown",,,Montgomeryshire,SO1250092000,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No Preference,No Preference,,,Montgomeryshire,MP,0b7901cf-7d2f-4c22-8f72-894db66fc400
705092,,705092,Machynlleth,Industrial Estate N of Machynlleth,English Description,MP,,,,POINT (-3.8542816 52.596308),SH7401,,Grid reference taken at a central point within extensive site or complex,SH70SW,No preference,20th Century,Documents,,INDUSTRIAL ESTATE,"Dyfi Eco Park, Machynlleth",,,Montgomeryshire,SH7450001450,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No Preference,No Preference,,,Montgomeryshire,MP,9f8f1c65-989d-464c-816d-fd85aa114b0d
